Episode,Q-table
962,"[[[-16.97390443 -12.78832597 -16.94841451 -12.6854667 ]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.08112634 -16.9420947   -8.66795313]
  [-12.47966975  -3.22656545 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.89861861]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18713344  -3.03071402   6.18012577]
  [  1.8085681   12.82035265   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74878122]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
963,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68328019]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.07917474 -16.9420947   -8.66795313]
  [-12.47966975  -3.22747443 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.88715134]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18536293  -3.03071402   6.18012577]
  [  1.8085681   12.81908792   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74896404]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
964,"[[[-16.97390443 -12.78832597 -16.94841451 -12.6815155 ]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.07800619 -16.9420947   -8.66795313]
  [-12.47966975  -3.22914297 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.87723815]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18377407  -3.03071402   6.18012577]
  [  1.8085681   12.81802592   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74911943]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
965,"[[[-16.97390443 -12.78832597 -16.94841451 -12.6801638 ]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.07750039 -16.9420947   -8.66795313]
  [-12.47966975  -3.2313372  -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.86866528]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18235313  -3.03071402   6.18012577]
  [  1.8085681   12.81713429   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74925152]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
966,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67920475]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.07754611 -16.9420947   -8.66795313]
  [-12.47966975  -3.23387453 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.86124905]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18108627  -3.03071402   6.18012577]
  [  1.8085681   12.81638582   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74936379]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
967,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67861011]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.07804243 -16.9420947   -8.66795313]
  [-12.47966975  -3.23661371 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.85483147]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.17995991  -3.03071402   6.18012577]
  [  1.8085681   12.81575761   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74945922]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
968,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67834662]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.07889922 -16.9420947   -8.66795313]
  [-12.47966975  -3.23944676 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.84927654]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.17896098  -3.03071402   6.18012577]
  [  1.8085681   12.81523044   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74954034]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.84025998  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
969,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67840036]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.08008364 -16.9420947   -8.66795313]
  [-12.47966975  -3.24239021 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.84426102]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.17764313  -3.03071402   6.18012577]
  [  1.8085681   12.81387456   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74804526]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
970,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67870615]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.08146031 -16.9420947   -8.66795313]
  [-12.47966975  -3.24522941 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.84004013]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.17680969  -3.03071402   6.18012577]
  [  1.8085681   12.8135291    1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74833847]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
971,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67923521]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.08299061 -16.9420947   -8.66795313]
  [-12.47966975  -3.24797498 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.83638601]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.17608658  -3.03071402   6.18012577]
  [  1.8085681   12.81325635   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.7485877 ]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
972,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67995169]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.08462345 -16.9420947   -8.66795313]
  [-12.47966975  -3.25059603 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.83322327]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.17546093  -3.03071402   6.18012577]
  [  1.8085681   12.81304227   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.74879954]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.20279112  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
973,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68037396]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.57165619  -8.08537331 -16.9420947   -8.66795313]
  [-12.47966975  -3.25108749 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.834665  ]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18371786  -3.03071402   6.18012577]
  [  1.8085681   12.831395     1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.78796825]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
974,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68854155]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.08652473 -16.9420947   -8.66795313]
  [-12.47966975  -3.25251371 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.83355109]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18457269  -3.03071402   6.18012577]
  [  1.8085681   12.83126599   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.78227301]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
975,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68812491]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.08765066 -16.9420947   -8.66795313]
  [-12.47966975  -3.253822   -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.83256925]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18509735  -3.03071402   6.18012577]
  [  1.8085681   12.83075054   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.77743206]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
976,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68791725]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.08874721 -16.9420947   -8.66795313]
  [-12.47966975  -3.25503149 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.8316768 ]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18534275  -3.03071402   6.18012577]
  [  1.8085681   12.82996749   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.77331725]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76625918  -1.42856838   1.55503205]
  [ 12.93424543  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
977,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68797552]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.09000906 -16.9420947   -8.66795313]
  [-12.47966975  -3.25657242 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.82997238]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.1835233   -3.03071402   6.18012577]
  [  1.8085681   12.82514978   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.76169557]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.7638203   -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
978,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68815259]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.09116085 -16.9420947   -8.66795313]
  [-12.47966975  -3.25781786 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.82891478]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18307317  -3.03071402   6.18012577]
  [  1.8085681   12.82408562   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.75994124]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.7638203   -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
979,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68845463]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.09228613 -16.9420947   -8.66795313]
  [-12.47966975  -3.25899756 -12.61068574  -3.33323709]
  [ -8.0034482    1.82811353  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.24811957]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.82305609   1.4571022   12.00771098]
  [  6.9112482   12.47124052   6.30372255  18.75845005]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.7638203   -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
