Episode,Q-table
980,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68538736]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.08607593 -16.9420947   -8.66795313]
  [-12.47966975  -3.24473561 -12.61068574  -3.33323709]
  [ -8.0034482    1.85949488  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.29599607]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.82305609   1.4571022   12.12941403]
  [  6.9112482   12.47124052   6.30372255  18.75845005]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76174725  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
981,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68334214]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.08291185 -16.9420947   -8.66795313]
  [-12.47966975  -3.23920399 -12.61068574  -3.33323709]
  [ -8.0034482    1.86758594  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.29038734]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.84727753   1.4571022   12.12941403]
  [  6.9112482   12.52303151   6.30372255  18.75718254]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76174725  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
982,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68162756]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.08074722 -16.9420947   -8.66795313]
  [-12.47966975  -3.23643678 -12.61068574  -3.33323709]
  [ -8.0034482    1.86917671  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.27533147]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.84257266   1.4571022   12.12941403]
  [  6.9112482   12.52303151   6.30372255  18.75610516]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76174725  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
983,"[[[-16.97390443 -12.78832597 -16.94841451 -12.68003059]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.07893815 -16.9420947   -8.66795313]
  [-12.47966975  -3.23456472 -12.61068574  -3.33323709]
  [ -8.0034482    1.86927958  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.2621623 ]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.83849675   1.4571022   12.12941403]
  [  6.9112482   12.52303151   6.30372255  18.75518939]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.76174725  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
984,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67601298]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.07207138 -16.9420947   -8.66795313]
  [-12.47966975  -3.22203521 -12.61068574  -3.33323709]
  [ -8.0034482    1.89237949  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.30139119]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.83849675   1.4571022   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75518939]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
985,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67994622]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.07828081 -16.9420947   -8.66795313]
  [-12.50563585  -3.21986075 -12.61068574  -3.33323709]
  [ -8.0034482    1.89070604  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.28399166]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.83496698   1.4571022   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75441098]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
986,"[[[-16.97390443 -12.78832597 -16.94841451 -12.67748301]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.07485703 -16.9420947   -8.66795313]
  [-12.50563585  -3.21878324 -12.61068574  -3.33323709]
  [ -8.0034482    1.88791191  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.26892421]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.37362127  -7.88207798  -8.50436472]
  [ -6.71443166   1.88172623  -5.45776231  -5.78657231]
  [ -3.17568338   7.18255537  -3.03071402   6.18012577]
  [  1.8085681   12.83191122   1.4571022   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75374933]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
987,"[[[-16.97390443 -12.78832597 -16.94841451 -12.63902222]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.07485703 -16.9420947   -8.58899424]
  [-12.50563585  -3.21878324 -12.61068574  -3.33323709]
  [ -8.0034482    1.88791191  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.26892421]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.82926667   1.4571022   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75318693]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
988,"[[[-16.97390443 -12.78832597 -16.94841451 -12.64259995]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.07225479 -16.9420947   -8.58899424]
  [-12.50563585  -3.21867736 -12.61068574  -3.33323709]
  [ -8.0034482    1.88425074  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.25566932]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.82697874   1.4571022   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75270889]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
989,"[[[-16.9801467  -12.78832597 -16.94841451 -12.64419458]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.06738808 -16.9420947   -8.58899424]
  [-12.50563585  -3.21301416 -12.61068574  -3.33323709]
  [ -8.0034482    1.89342097  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.25782744]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.82499994   1.5141228   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75230256]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
990,"[[[-16.9801467  -12.78832597 -16.94841451 -12.65076737]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.06919764 -16.9420947   -8.58899424]
  [-12.52633249  -3.20842011 -12.61068574  -3.33323709]
  [ -8.0034482    1.89937769  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.25567475]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.82328901   1.5629094   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75195717]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
991,"[[[-16.9801467  -12.78832597 -16.94841451 -12.65177002]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.066581   -16.9420947   -8.58899424]
  [-12.52633249  -3.20960566 -12.61068574  -3.33323709]
  [ -8.0034482    1.89283056  -7.81993887   1.82791954]
  [ -3.0985819    3.36558131  -4.58921475   7.24393974]
  [ -0.92678066  -1.42589392  -1.42293456  12.67691317]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.8218101    1.5629094   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.7516636 ]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
992,"[[[-16.9801467  -12.78832597 -16.94841451 -12.62358712]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -8.0036227  -16.9420947   -8.58899424]
  [-12.52633249  -3.08257417 -12.61068574  -3.33323709]
  [ -8.0034482    2.15780379  -7.81993887   1.82791954]
  [ -3.0985819    3.9269211   -4.58921475   7.24393974]
  [ -0.92678066  -1.42589392  -1.42293456  12.69736973]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.8218101    1.5629094   12.23271392]
  [  6.9112482   12.52303151   6.30372255  18.75141406]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
993,"[[[-16.9801467  -12.78832597 -16.94841451 -12.61614143]
  [-13.64258024 -12.07947841 -12.05200654  -8.01712257]
  [ -9.23519896  -7.37179437  -7.55306792  -3.13485164]
  [ -5.54609973  -4.3935571   -4.07509683  -0.74329225]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.58862039  -7.98204327 -16.9420947   -8.58899424]
  [-12.53046556  -3.07842398 -12.61068574  -3.33323709]
  [ -8.0034482    2.1247028   -7.81993887   1.82791954]
  [ -3.0985819    3.9269211   -4.58921475   7.26143061]
  [ -0.92678066  -1.42589392  -1.42293456  12.71474002]]

 [[ -8.42010966  -3.35360665  -7.88207798  -8.50436472]
  [ -6.71443166   1.87293768  -5.45776231  -5.78657231]
  [ -3.17568338   7.18246325  -3.03071402   6.18012577]
  [  1.8085681   12.87859725   1.5629094   12.23271392]
  [  6.9112482   12.52303151   6.42579024  18.75120195]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23419592]
  [ -5.60754724  -3.94168943  -2.92929075  -1.53246225]
  [ -2.50644467  -0.4437831   -1.86079681  12.56464505]
  [ -0.77609402  18.75998517  -1.42856838   1.55503205]
  [ 12.91714208  18.28487245  12.83621096  25.        ]]

 [[ -3.14522607  -1.93678614  -2.86457801  -2.83791257]
  [ -1.4284662    5.54047583  -2.7710197   -2.77553853]
  [ -1.48356698  18.52337333  -1.39363858   1.05014637]
  [ -1.1268692   24.94801726  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
