Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
939,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.18016271e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.35711661e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.49638034e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.68864667e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68115745e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.44574980e+01  1.33360454e+01  1.48093675e+01  1.89781617e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.09496262e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27514120e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
940,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.17930870e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.35244561e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.49777465e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.68910816e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68115745e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.44574980e+01  1.33360454e+01  1.48093675e+01  1.89427867e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.08991579e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27512002e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
941,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.17825923e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34849475e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.49879168e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.68907724e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68115745e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.44574980e+01  1.33360454e+01  1.48093675e+01  1.89091149e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.08562447e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27510202e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
942,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.17707830e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34512096e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.49947087e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.68866552e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68115745e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.44574980e+01  1.33360454e+01  1.48093675e+01  1.88774303e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.08197557e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27508672e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
943,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.17581304e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34220885e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.49985283e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.68796607e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68115745e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.44574980e+01  1.33360454e+01  1.48093675e+01  1.88478933e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.07887291e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27507371e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
944,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 5.86055280e+00  1.17503181e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34078983e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.50234394e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.69203737e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68126855e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45350504e+01  1.33360454e+01  1.48093675e+01  1.88205718e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.07623473e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27506265e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
945,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.17385209e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.33871088e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.35348450e+01]
  [ 5.07443582e+00  1.50225029e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.69023235e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48050599e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68126855e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45350504e+01  1.33360454e+01  1.48093675e+01  1.87954651e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.07399148e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27505326e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
946,"[np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 5.86055280e+00  1.19503560e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.38396357e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50225029e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.69023235e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68082389e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45350504e+01  1.33360454e+01  1.48093675e+01  1.87725229e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.07208406e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27504527e+01  1.81768817e+01  1.63929901e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
947,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1)]",13,9,"[[[ 5.86055280e+00  1.19388542e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.37531166e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50198073e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32207760e+01  1.32041317e+01  1.31282184e+01  1.68856893e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68082389e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45350504e+01  1.33360454e+01  1.48093675e+01  1.87591120e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.07203094e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27503848e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
948,"[np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",14,12,"[[[ 5.86055280e+00  1.19254770e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.36849732e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50407864e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.69052572e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68012032e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45966249e+01  1.33360454e+01  1.48093675e+01  1.87402209e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.07041654e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27503271e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
949,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.19066666e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.36216098e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50325138e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.68817755e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68012032e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45966249e+01  1.33360454e+01  1.48093675e+01  1.87230112e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06904389e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27502780e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
950,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.18853242e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.35659851e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50230056e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.68601246e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.68012032e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.45966249e+01  1.33360454e+01  1.48093675e+01  1.87074033e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06787679e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27405506e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27502363e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05600765e+01  2.50000000e+01  1.97549690e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
