Episode,Q-table
873,"[[[-17.1392203  -12.70783799 -17.0860452  -13.06857775]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12988911 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.53476392  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
874,"[[[-17.1392203  -12.70783799 -17.0860452  -13.06857775]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12988911 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.53476392  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
875,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.53476392  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
876,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.53476392  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
877,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.53476392  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
878,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
879,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
880,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
881,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
882,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.51701774]
  [  0.           0.           0.           0.        ]]]"
883,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.55196508]
  [  0.           0.           0.           0.        ]]]"
884,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.55196508]
  [  0.           0.           0.           0.        ]]]"
885,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.55196508]
  [  0.           0.           0.           0.        ]]]"
886,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.3626387  -12.76461297  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.88999237]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69611281  -3.27738281]
  [ -8.26120547  -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.33314607   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.55196508]
  [  0.           0.           0.           0.        ]]]"
887,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.10506681 -12.75609673  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.67932566]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69787159  -3.27738281]
  [ -8.2390517   -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.32478158   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.55196508]
  [  0.           0.           0.           0.        ]]]"
888,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.10506681 -12.75609673  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.67932566]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69787159  -3.27738281]
  [ -8.2390517   -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.30766996]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.32478158   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249167]
  [ -0.41492308   4.55570246  -0.856875    18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.42606736  18.55196508]
  [  0.           0.           0.           0.        ]]]"
889,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.10506681 -12.75609673  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.67932566]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69787159  -3.27738281]
  [ -8.2390517   -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.83084082]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.32478158   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249292]
  [  0.72309545   4.55570246  -0.15200078  18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.4814786   18.55196508]
  [  0.           0.           0.           0.        ]]]"
890,"[[[-17.1392203  -12.70783799 -17.0860452  -13.01680028]
  [-17.02745346 -11.10506681 -12.75609673  -8.11351367]
  [-11.17626828 -10.43731992 -10.83516436  -4.67932566]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.12743279 -14.58639481 -13.32800739]
  [-13.03626712  -5.42988851 -12.69787159  -3.27738281]
  [ -8.2390517   -7.63104938  -8.43929641   1.59416033]
  [ -4.99850457  -5.10177968  -5.42781758  -1.78075228]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -3.50912206 -10.9796797  -10.350234  ]
  [ -8.9492639    1.21084948  -8.10295845   1.81328125]
  [ -4.26169487  -1.96744484  -5.40106136   7.16673885]
  [ -2.23316719  -2.51869301  -2.48129687   9.83084082]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165   1.50051982  -8.91622241  -6.98351082]
  [ -4.44760973   6.56869965  -3.32478158   7.171875  ]
  [ -2.22142988   4.67268416  -0.14347328  12.81249292]
  [  0.72309545   4.55570246  -0.15200078  18.73207962]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -4.31224296   6.67493397  -5.48895258  -5.13334054]
  [ -0.05864021  12.8125       1.76108972   6.99720809]
  [  6.95993451  18.75         6.90503065  12.57794363]
  [ 12.57642433  25.          12.4814786   18.58167032]
  [  0.           0.           0.           0.        ]]]"
